Category,Number of Records,Quantity,Sales,Segment,Ship Mode
Office Supplies,1,1,$12,Consumer,Standard Class
Office Supplies,1,1,$13,Consumer,Standard Class
Office Supplies,1,1,$13,Consumer,Standard Class
Office Supplies,1,1,$13,Consumer,Standard Class
Office Supplies,1,1,$14,Consumer,Standard Class
Office Supplies,1,1,$14,Consumer,Standard Class
Office Supplies,1,1,$14,Consumer,Standard Class
Office Supplies,1,1,$15,Consumer,Standard Class
Office Supplies,1,1,$15,Consumer,Standard Class
Office Supplies,1,1,$15,Consumer,Standard Class
Office Supplies,1,1,$16,Consumer,Standard Class
Office Supplies,1,1,$16,Consumer,Standard Class
Office Supplies,1,1,$16,Consumer,Standard Class
Office Supplies,1,1,$17,Consumer,Standard Class
Office Supplies,1,1,$17,Consumer,Standard Class
Office Supplies,1,1,$17,Consumer,Standard Class
Office Supplies,1,1,$21,Consumer,Standard Class
Office Supplies,1,1,$24,Consumer,Standard Class
Office Supplies,1,1,$25,Consumer,Standard Class
Office Supplies,1,1,$25,Consumer,Standard Class
Office Supplies,1,1,$26,Consumer,Standard Class
Office Supplies,1,1,$27,Consumer,Standard Class
Office Supplies,1,1,$29,Consumer,Standard Class
Office Supplies,1,1,$33,Consumer,Standard Class
Office Supplies,1,1,$35,Consumer,Standard Class
Office Supplies,1,1,$35,Consumer,Standard Class
Office Supplies,1,1,$35,Consumer,Standard Class
Office Supplies,1,1,$36,Consumer,Standard Class
Office Supplies,1,1,$38,Consumer,Standard Class
Office Supplies,1,1,$39,Consumer,Standard Class
Office Supplies,1,1,$40,Consumer,Standard Class
Office Supplies,1,1,$41,Consumer,Standard Class
Office Supplies,1,1,$41,Consumer,Standard Class
Office Supplies,1,1,$43,Consumer,Standard Class
Office Supplies,1,1,$44,Consumer,Standard Class
Office Supplies,1,1,$44,Consumer,Standard Class
Office Supplies,1,1,$49,Consumer,Standard Class
Office Supplies,1,1,$51,Consumer,Standard Class
Office Supplies,1,1,$55,Consumer,Standard Class
Office Supplies,1,1,$56,Consumer,Standard Class
Office Supplies,1,1,$57,Consumer,Standard Class
Office Supplies,1,1,$59,Consumer,Standard Class
Office Supplies,1,1,$62,Consumer,Standard Class
Office Supplies,1,1,$62,Consumer,Standard Class
Office Supplies,1,1,$73,Consumer,Standard Class
Office Supplies,1,1,$73,Consumer,Standard Class
Office Supplies,1,1,$77,Consumer,Standard Class
Office Supplies,1,1,$80,Consumer,Standard Class
Office Supplies,1,1,$81,Consumer,Standard Class
Office Supplies,1,1,$83,Consumer,Standard Class
Office Supplies,1,1,$92,Consumer,Standard Class
Office Supplies,1,1,$105,Consumer,Standard Class
Office Supplies,1,1,$105,Consumer,Standard Class
Office Supplies,1,1,$132,Consumer,Standard Class
Office Supplies,1,1,$143,Consumer,Standard Class
Office Supplies,1,1,$180,Consumer,Standard Class
Office Supplies,1,1,$208,Consumer,Standard Class
Office Supplies,1,1,$265,Consumer,Standard Class
Office Supplies,1,1,$286,Consumer,Standard Class
Office Supplies,1,1,$375,Consumer,Standard Class
Office Supplies,1,1,$375,Consumer,Standard Class
Office Supplies,1,1,$666,Consumer,Standard Class
Office Supplies,1,2,$1,Consumer,Standard Class
Office Supplies,1,2,$1,Consumer,Standard Class
Office Supplies,1,2,$1,Consumer,Standard Class
Office Supplies,1,2,$1,Consumer,Standard Class
Office Supplies,1,2,$1,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$2,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$3,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$4,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$5,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$6,Consumer,Standard Class
Office Supplies,1,2,$7,Consumer,Standard Class
Office Supplies,1,2,$7,Consumer,Standard Class
Office Supplies,1,2,$7,Consumer,Standard Class
Office Supplies,1,2,$7,Consumer,Standard Class
Office Supplies,1,2,$7,Consumer,Standard Class
Office Supplies,1,2,$7,Consumer,Standard Class
Office Supplies,1,2,$7,Consumer,Standard Class
Office Supplies,1,2,$7,Consumer,Standard Class
Office Supplies,1,2,$7,Consumer,Standard Class
Office Supplies,1,2,$7,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$8,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$9,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$10,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$11,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$12,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$13,Consumer,Standard Class
Office Supplies,1,2,$14,Consumer,Standard Class
Office Supplies,1,2,$14,Consumer,Standard Class
Office Supplies,1,2,$14,Consumer,Standard Class
Office Supplies,1,2,$14,Consumer,Standard Class
Office Supplies,1,2,$14,Consumer,Standard Class
Office Supplies,1,2,$14,Consumer,Standard Class
Office Supplies,1,2,$14,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$15,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$16,Consumer,Standard Class
Office Supplies,1,2,$17,Consumer,Standard Class
Office Supplies,1,2,$17,Consumer,Standard Class
Office Supplies,1,2,$17,Consumer,Standard Class
Office Supplies,1,2,$17,Consumer,Standard Class
Office Supplies,1,2,$17,Consumer,Standard Class
Office Supplies,1,2,$17,Consumer,Standard Class
Office Supplies,1,2,$17,Consumer,Standard Class
Office Supplies,1,2,$17,Consumer,Standard Class
Office Supplies,1,2,$17,Consumer,Standard Class
Office Supplies,1,2,$17,Consumer,Standard Class
Office Supplies,1,2,$18,Consumer,Standard Class
Office Supplies,1,2,$18,Consumer,Standard Class
Office Supplies,1,2,$18,Consumer,Standard Class
Office Supplies,1,2,$18,Consumer,Standard Class
Office Supplies,1,2,$18,Consumer,Standard Class
Office Supplies,1,2,$18,Consumer,Standard Class
Office Supplies,1,2,$19,Consumer,Standard Class
Office Supplies,1,2,$19,Consumer,Standard Class
Office Supplies,1,2,$19,Consumer,Standard Class
Office Supplies,1,2,$19,Consumer,Standard Class
Office Supplies,1,2,$20,Consumer,Standard Class
Office Supplies,1,2,$20,Consumer,Standard Class
Office Supplies,1,2,$20,Consumer,Standard Class
Office Supplies,1,2,$20,Consumer,Standard Class
Office Supplies,1,2,$21,Consumer,Standard Class
Office Supplies,1,2,$21,Consumer,Standard Class
Office Supplies,1,2,$21,Consumer,Standard Class
Office Supplies,1,2,$21,Consumer,Standard Class
Office Supplies,1,2,$21,Consumer,Standard Class
Office Supplies,1,2,$21,Consumer,Standard Class
Office Supplies,1,2,$22,Consumer,Standard Class
Office Supplies,1,2,$22,Consumer,Standard Class
Office Supplies,1,2,$22,Consumer,Standard Class
Office Supplies,1,2,$22,Consumer,Standard Class
Office Supplies,1,2,$22,Consumer,Standard Class
Office Supplies,1,2,$23,Consumer,Standard Class
Office Supplies,1,2,$23,Consumer,Standard Class
Office Supplies,1,2,$23,Consumer,Standard Class
Office Supplies,1,2,$23,Consumer,Standard Class
Office Supplies,1,2,$23,Consumer,Standard Class
Office Supplies,1,2,$23,Consumer,Standard Class
Office Supplies,1,2,$23,Consumer,Standard Class
Office Supplies,1,2,$24,Consumer,Standard Class
Office Supplies,1,2,$24,Consumer,Standard Class
Office Supplies,1,2,$24,Consumer,Standard Class
Office Supplies,1,2,$24,Consumer,Standard Class
