comments,date,host_id,host_name,Id,listing_id,listing_name,Number of Records,reviewer_name,review_id
This was a fantastic experience - we were with a large group and the house and host were great. We were in town for SXSW Music. This location was good for east side venues and only a 30-40 minute walk to the main 6th street venues. There was an easily accessible grocery store food options and transportation nearby. The host was immediately available if we had any concerns (which we didn't) and brought extra blankets and pillows for our large group. Admittedly we had to share beds and bring an extra air mattress to squeeze in ten people so anyone staying with more than eight people should understand that. Would stay there again in a heartbeat.,3/18/2013,1642082,Christian,3815401,320466,3BR/2BA Rooftop Deck East Downtown,1,Chris,54001120
I stayed here for SXSW the space is separate from the main house and quite spacious and very clean.  Faisal is a very helpful nice guy who you'll love.  Everything is perfectly clean and he even stocks it with some essentials. Wifi works great. It's about a forty minute walk into downtown Austin if that's where you're headed.  It's very close to South Congress which has lots of nice restaurants clubs etc.,3/18/2013,1258530,Faisal,3819064,933021,Studio apartment in Travis Heights,1,Paul,54001121
We had a great time in the cottage during SXSW it was cozy and we felt right at home. It suited our needs perfectly for our quick stay and we loved visiting the goats every morning. Chris was a great host!,3/18/2013,740347,Chris,3812908,341530,The Austinville Cottage in SoCo,1,Kelly,54001122
Great house lovely location the best host! Could not ask for a better experience.,3/18/2013,1798084,Jeffrey,3822361,355232,Great SXSW Location. 3br/2baths,1,Henrik,54001123
Tanya's home was an excellent choice! It is a clean and spacious place with all the commodities of a home. The neighborhood was beautiful and the proximity to everything was great. It was a very comfortable and pleasant stay. Tanya is a very attentive and helpful hostess. I highly recommend booking this home :),3/18/2013,3842518,Tanya,3816337,736238,Cozy Austin Townhouse Sleeps 10,1,Marco,54001124
Corley was a great host! She was very helpful and kind. Her place was very clean quiet and comfortable. It was not too far from downtown and has a lovely balcony. I would happily stay there again!,3/18/2013,4597887,Corley,3814409,873074,Rockin' 2bed2bath in SW Austin,1,Marshall,54001125
We had an awesome stay for the SXSW. Dee and Arup are really helpfull and kind hosts. The apartment is just perfect for 2-5 persons light and good spaces balcony and so on. Its close to everything (7$ taxi to downtown) and neigbourhood is nice with friendly people.,3/18/2013,956485,Dee,3817500,584701,Downtown Apt for SXSW,1,Jesper,54001126
Larry and Joanna were amazing hosts. They were very friendly and approachable and made us feel really at home. Their place is lovely and very comfortable. It is in a convenient location and only a 20 minute walk or short bike ride to downtown. It was the perfect base for us during SXSW!,3/18/2013,1700729,Larry And Joanna,3812842,333857,Walk to Downtown Homestay Pink Room,1,Jude,54001127
My college housemates hold a reunion every year and we elected SXSW for 2013. Kelsey's place was a great base from which to head downtown: clean a very quick five minute cab ride (or 30 minute walk) to the bars and clubs and easily slept seven of us. We really enjoyed coffee on the patio before starting the trip to the festival and there are some very good BBQ and Mexican places nearby. Kelsey was really helpful when our needs for check-in times changed and she was in touch all weekend if we needed something. Recommended especially for SX.,3/18/2013,1671318,Kelsey,3814273,326839,Eastside Treasure for SXSW,1,Travis,54001128
Amazing house with a great outdoor patio area that you never want to leave. Regina and Andy are gracious hosts communicate well and prepare the house in every way you could think of. I would definitely stay here again.,3/18/2013,3737061,Regina & Andy,3816879,732442,Dwell Cover-3 Bedroom East Austin,1,Huston,54001129
"""Tyler's place was great for SXSW! His apartment was about a 20 minute walk from all the action on 6th Street. Very convenient. The neighbourhood was safe and there were some cool little cafes and bars near by. The shower worked well a washing machine and dryer were available which I used twice with no issues and the bedroom I accommodated was very comfortable and clean. Also had access to wi-fi which I had no issue with what so ever (way quicker than Australian wi-fi actually).",3/18/2013,,,3815001,458217,,1,Tom,54001130
This was the perfect place for us to crash during SXSW! The home is in a quiet area is very well-maintained and SUPER clean!  Pete was totally accommodating with our last minute booking and was easy to contact with prompt replies! I would definitely recommend this to friends and colleagues alike!,3/18/2013,578211,Pete,3823340,140474,Historic Hyde Park Home By Downtown,1,Jeff,54001131
Awesome!  Very hospitable hosts.  Highly recommended. Great proximity to SxSW especially if you grab yourself a bike.  Edna and Wayne were very gracious checking in regularly to make sure my stay was comfortable and that I had everything I needed.  We kept different schedules so barely saw each other but when we did interact they were always helpful.  This was my ideal b n b.  Thanks guys.,3/18/2013,1851632,Edna,3820404,366757,2 Bedroom House E of Downtown,1,Gareth,54001132
The team absolutely LOVED the house and its location. Kristen was super accommodating and always gave a quick reply to any of the questions we had. She was an awesome host overall.,3/18/2013,3701946,Kristin,3817571,895352,East Austin House SXSW,1,Karmen,54001133
"""My friends and I stayed at Angel's house for three nights during SXSW & it was AMAZING!!!!",3/18/2013,,,3815997,772452,,1,Alexander,54001134
Fantastic location for SXSW (or any other time of year) - right in the middle of the action. No doubt unavoidable at this time of year (!) but the bar downstairs could be overly noisy when trying to sleep. Overall very happy though. Andi was very helpful when a small problem arose.... thanks for your help!,3/18/2013,11349,Alexandria,3815037,296286,Charming Apartment-BEST LOCATION! A,1,Sarah,54001135
I stayed at the fantastic casa de Tsang with two colleagues during our stop over for SXSW. I have to say the vibe of the Tsang home is fantastic warm welcoming and tastefully curated. The accommodations were similar to that of a hotel stay with fresh towels soaps and even fresh fruit and pastries upon arrival! The house was absolutely comfortable and Karen and fam did a great job of making us feel right at home during our stay. Although they were on site in an adjoined back house during our stay they were totally friendly and did a great job of keeping it casual and non intrusive. the neighborhood is close to the airport as well as downtown so it makes for a perfect location. We even found a really cool park on airport with a cement  mini ramp to skate on our way out of town!  look forward to staying with them again on my next trek through Austin. Thanks Karen! #totalscore,3/18/2013,486482,Karen,3823047,694470,Front House: Near F1 & Downtown ATX,1,Chris,54001136
"""Thank you Belle!  We had a great experience at the guest house!",3/18/2013,,,3812728,244785,,1,Kristin,54001137
Trent and Kelsey were great hosts -- very responsive accommodating and easygoing. Their condo was clean and comfortable and a fun place to stay during SXSW. It's about 3 miles from the downtown activity easy to get to/from by bike close to cool South Austin spots and quiet at night. I recommend it & would stay here again.,3/18/2013,1418696,Trent,3814091,271052,Clean & Comfy South Austin Condo!,1,Julia,54001138
These wonderful hosts greeted us with warm smiles and local treats. The apartment was very clean cozy and creatively furnished with neat art. Appreciated the nice small complex and clean pool to relax beside. This is an excellent location right alongside a park and just a few blocks from South Congress. Couldn't have asked for a better cozy place to stay for the two of us. Highly recommended!,3/18/2013,3084105,Terry,3819262,931667,Quiet and Convenient for SXSW,1,Brenna,54001139
Karen was very accomodating and let us check-in early during sxsw.  not far from downtown can stay on the feeder the whole way avoiding highway traffic and the space is real cozy with plenty of privacy.  buses not far away on Oltorf and Woodland can get you where you need to go but note that during sxsw these may not be in service.  great experience overall and very helpful/gracious host thanks Karen.,3/18/2013,25298,Karen,3822557,8502,Woodland Studio Lodging,1,Joel,54001140
